verb,sense,sense_id,sentence_id,sentence,seed,surprisal
crash,"to cause something to fail or malfunction, often suddenly and unexpectedly",crash2,crash2_2,the computer crashed the moment ,43.0,44.7890625
crash,to overwhelm or overpower someone emotionally or physically,crash3,crash3_2,the sight crashed the audience ,43.0,34.314273834228516
crash,to cause a party or event to fail or end prematurely,crash4,crash4_2,the band crashed the party ,43.0,25.500526428222656
crash,to cause a stock market or financial system to collapse or experience a sudden and significant decline,crash5,crash5_2,the government crashed the economy ,43.0,28.440711975097656
draw,"draw as in ""to pull or drag something""",draw1,draw1_2,the horse drew the cart ,43.0,21.903846740722656
draw,"draw as in ""to create a picture or diagram""",draw2,draw2_2,the artist drew the scene ,43.0,24.90475082397461
draw,"draw as in ""to attract or entice someone""",draw3,draw3_2,the beautifully drew the attentionofeveryoneinatthepartywithhertalentfordancingandsinging ,43.0,91.06407165527344
draw,"draw as in ""to involve or engage someone in a situation""",draw4,draw4_2,the newest drew the children ,43.0,77.42619323730469
draw,"draw as in ""to take or receive something, such as a prize or reward""",draw5,draw5_2,the winner drew the first ,43.0,39.20367431640625
drop,drop (something) off,drop1,drop1_2,the bus dropped the passengers ,43.0,30.984474182128906
drop,drop (something) off a list or schedule,drop2,drop2_2,the meeting dropped the agenda ,43.0,35.25810241699219
drop,drop (something) on someone or something,drop3,drop3_2,the cat dropped the balloniongirlontoherbedandbroketheballoniongirlontoherbedandbroketheballoniong,43.0,76.00939178466797
drop,drop (something) in (a place),drop4,drop4_2,the word dropped the ball ,43.0,86.94218444824219
drop,drop (something) on (a place),drop5,drop5_2,the water dropped the bucket ,44.0,33.742034912109375
drop,drop (something) with (a person or thing),drop6,drop6_2,the ball dropped the cat ,44.0,31.850160598754883
earn,to gain or receive something in return for ones efforts or services,earn1,earn1_2,the company earned the respectoftheircustomersbyprovidinggoodservicetothemanddeliveringonallpromisesandcommitmentsmade,43.0,88.50877380371094
encounter,meet or come across something or someone unexpectedly,encounter1,encounter1_2,the explorer encountered the most ,43.0,47.08428955078125
encounter,"experience or undergo something, especially an unpleasant or challenging situation",encounter2,encounter2_2,the children encountered the sameproblemsasadultswhenlearningtocookforthemselveseverydayintheroominthesummerhousewhere,43.0,89.79668426513672
encounter,"come into contact with something or someone, often with the implication of a physical or sensory experience",encounter3,encounter3_2,the explorer encountered the savage ,43.0,45.99692153930664
encounter,deal with or solve a problem or challenge,encounter4,encounter4_2,the company encountered the problematic ,43.0,52.155487060546875
fetch,to go and bring back something often something that is located at a distance or in a different place,fetch1,fetch1_2,the dog fetched the ball ,43.0,20.88147735595703
fight,the act of fighting against someone or something,fight1,fight1_2,the fightinngest fought the fightiest ,43.0,67.22113800048828
fire,to dismiss or release someone from a job or position,fire1,fire1_2,the company fired the employee ,43.0,38.116424560546875
fold,fold (something) in a specific way,fold1,fold1_2,the folding folded the cloths ,43.0,50.19536209106445
fold,fold (something) over,fold2,fold2_2,the paper folded the newspaper ,43.0,34.805538177490234
fold,fold (something) together,fold3,fold3_2,the paper folded the paperfoldedthepaperfoldedthepaperfoldedthepaperfoldedthepaperfoldedthepaperfoldedthepaperfold,43.0,56.7855224609375
fold,fold (something) up,fold4,fold4_2,the teacher folded the paper ,43.0,26.46678352355957
fold,fold (something) over on itself,fold5,fold5_2,the paper folded the map ,43.0,34.309200286865234
grab,to take hold of something firmly often with ones hands or arms,grab1,grab1_2,the man grabbed the woman ,43.0,26.69156837463379
hack,to manipulate or control something using a computer or other digital technology,hack1,hack1_2,the hacker hacked the system ,43.0,27.731342315673828
hack,to bypass security measures or gain unauthorized access to a system or network,hack2,hack2_2,the hacker hacked the company ,43.0,44.43586349487305
hack,"to modify or customize something, often in a creative or unconventional way",hack3,hack3_2,the hacker hacked the gameplaying ,43.0,57.636199951171875
hack,to solve a problem or challenge in an innovative or outside-the-box way,hack4,hack4_2,the programmer hacked the problematicnesses ,43.0,65.45510864257812
hack,"to experiment or tinker with something, often in a playful or exploratory manner",hack5,hack5_2,the kids hacked the computerized ,43.0,50.41168975830078
hit,strike or collide with something,hit1,hit1_2,the car hit the tree ,43.0,20.566110610961914
hit,reach or affect something,hit2,hit2_2,the book hit the tabletop ,43.0,29.899431228637695
hit,play a musical note,hit3,hit3_2,the piano hit the high ,43.0,35.264137268066406
hit,be popular or successful,hit4,hit4_2,the newest hit the shelves ,43.0,68.7244644165039
hit,use violence or force,hit5,hit5_2,the police hit the criminal ,43.0,25.438526153564453
hit,cause a reaction or response,hit6,hit6_2,the newest hit the marketplace ,43.0,71.74881744384766
hit,fulfill a requirement or expectation,hit7,hit7_2,the new hit the mark ,43.0,53.785545349121094
insult,to hurt or offend someone with a word or action intentionally or unintentionally,insult1,insult1_2,the insults insulted the man ,43.0,34.63770294189453
kick,to strike or forcefully push something with ones foot,kick1,kick1_2,the soccer kicked the ball ,43.0,34.37886047363281
kill,cause death,kill1,kill1_2,the murderer killed the victim ,43.0,23.120635986328125
kill,end or terminate,kill2,kill2_2,the company killed the project ,43.0,40.307899475097656
kill,remove or destroy,kill3,kill3_2,the government killed the program ,43.0,40.8980712890625
kill,ruin or spoil,kill4,kill4_2,the newest killed the movie ,43.0,57.479530334472656
know,recognize or be familiar with,know1,know1_2,the man knew the woman ,45.0,43.06964874267578
know,be aware of,know2,know2_2,the dog knew the cat ,43.0,41.84424591064453
know,understand or comprehend,know3,know3_2,the teacher knew the answer ,43.0,28.2838191986084
know,have knowledge of,know4,know4_2,the man knew the secret ,44.0,29.80850601196289
know,be acquainted with,know5,know5_2,the two knew the other ,43.0,36.58720779418945
know,be conscious of,know6,know6_2,the cat knew the mousehole ,43.0,38.270179748535156
launch,start or begin something,launch1,launch1_2,the launchingofawebsitecanbeacostlyventureforasmallbusinessownerunlesstheyarecarefultouseasimpleandsophistic,43.0,89.57060241699219
launch,set in motion or put into action,launch2,launch2_2,the president launched the investigation ,43.0,27.903493881225586
launch,send or propel something forward,launch3,launch3_2,the ship launched the lifeboat ,43.0,28.509235382080078
launch,begin an attack or offensive,launch4,launch4_2,the military launched the invasion ,43.0,41.294525146484375
launch,launch a legal action,launch5,launch5_2,the government launched the shipbuilder ,45.0,51.244224548339844
mail,to send something typically a letter or package through the postal service,mail1,mail1_2,the mailman mailed the letters ,43.0,27.027385711669922
meet,encounter face-to-face,meet1,meet1_2,the two met the day ,43.0,38.38240051269531
meet,become acquainted with,meet2,meet2_2,the two met the daylighting ,44.0,46.945526123046875
meet,satisfy a condition or requirement,meet3,meet3_2,the newest met the specifications ,43.0,56.7614631652832
meet,experience or undergo something,meet4,meet4_2,the meeting met the expectations ,43.0,37.011932373046875
meet,talk or communicate with someone,meet5,meet5_2,the two met the daytime ,44.0,56.62516784667969
meet,have a meeting or appointment,meet6,meet6_2,the two met the next ,43.0,47.12696075439453
murder,to kill someone in a deliberate and premeditated way often with malice aforethought,murder1,murder1_2,the murderer murdered the innocent ,43.0,42.2304573059082
pass,transfer (physical object or information),pass1,pass1_2,the waiter passed the salt ,43.0,23.39232063293457
pass,move past (physical location or time),pass2,pass2_2,the car passed the house ,43.0,23.568340301513672
pass,complete successfully (test or challenge),pass3,pass3_2,the student passed the examination ,43.0,23.830528259277344
pass,survive or endure (difficult situation),pass4,pass4_2,the company passed the crisis ,43.0,26.89910316467285
pass,transfer ownership or responsibility (rights or property),pass5,pass5_2,the company passed the contractualresponsibilityforcompletingthetasktoanothercompanybybuyingitoutofitscontractwiththesupplierandthen,43.0,83.60717010498047
phone,to phone someone means to contact them by phone to call them on the phone,phone1,phone1_2,the verb phoned the person ,43.0,47.379844665527344
pinch,to squeeze or grasp something tightly between ones fingers or thumb and a finger or thumb board,pinch1,pinch1_2,the boy pinched the girl ,43.0,25.537731170654297
pitch,to propose or suggest an idea or plan to someone,pitch1,pitch1_2,the salesman pitched the idea ,43.0,40.502742767333984
pitch,"to throw or hurl something, especially a ball or other object",pitch2,pitch2_2,the pitcher pitched the ball ,43.0,21.886856079101562
pitch,"to set or adjust the tone or pitch of something, such as a musical instrument or a machine",pitch3,pitch3_2,the piano pitched the note ,43.0,35.62748718261719
pitch,"to place or position something at a certain angle or height, such as a tent or a camping hammock",pitch4,pitch4_2,the boy pitched the tent ,43.0,25.88006591796875
pitch,"to sell or offer something, especially a product or service",pitch5,pitch5_2,the salesman pitched the newest ,43.0,43.27473449707031
pitch,"to test the depth or soundness of something, such as a well or a mine shaft",pitch6,pitch6_2,the miners pitched the newest ,43.0,45.21664810180664
pitch,"to tilt or slant something, such as a surface or a line",pitch7,pitch7_2,the pitching pitched the tent ,43.0,48.08667755126953
pitch,"to move or travel at a certain speed or angle, especially through the air",pitch8,pitch8_2,the plane pitched the plane ,43.0,63.94816207885742
place,to put or set something in a particular location or position,place1,place1_2,the teacher placed the bookshelf ,43.0,44.862037658691406
post,place or position something,post1,post1_2,the postman posted the mailboxes ,43.0,33.82476806640625
post,send or transmit information,post2,post2_2,the company posted the results ,43.0,31.08610725402832
post,publish or make available,post3,post3_2,the new posted the report ,45.0,93.91770935058594
post,assign or allocate,post4,post4_2,the manager posted the newest ,43.0,46.78765106201172
post,place under surveillance,post5,post5_2,the police posted the building ,45.0,30.93560791015625
push,to apply force to something to move it or keep it moving,push1,push1_2,the car pushed the pedestrian ,43.0,40.52275466918945
push,to urge or encourage someone to do something,push2,push2_2,the teacher pushed the student ,43.0,36.30261993408203
push,to promote or advocate for something,push3,push3_2,the mayor pushed the idea ,43.0,43.067142486572266
push,to introduce or present something to someone,push4,push4_2,the company pushed the newest ,43.0,43.95743179321289
push,to communicate or transmit information to someone,push5,push5_2,the computer pushed the datafiles ,43.0,49.52362823486328
reach,physical reach,reach1,reach1_2,the ball reached the goalkeeper ,43.0,41.205421447753906
